OBJECTID,TREE_ID,SUB_NAME,SUB_GENUS,SUB_SPECIES,SUB_VARIETY,PLANTS,USER_ID,DATE_ADDED,DATE_UPDATED,NAME,SUB_ID,LATITUDE,LONGITUDE,ADDRESS,NOTES,DBH,REVISIT_ID,REVISIT_DATE_ADDED,REVISIT_DATE_UPDATED,REVISIT_NOTES,REVISIT_TYPE,CROWN_VIGOR,LEAF_DEFOLIATIONF,LEAF_DISCOLORATIONF,FINE_TWIG_DIEBACKF,CROWN_LIGHT_EXPOSURE,CROWN_DENSITY_TRANS,INV_CROWN_VIGOR,PercImpervious,PercentRenters,MedianHomeValue,Vpdmax_july,Vpdmax_aug,UDO,ZONE_GEN,ZoneShort,pm_t_f,am_t_f,af_t_f
460,2BDAA846-1319-466F-B36C-DA9D126F534B,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,23:35.0,,S-O21-PRUN-062,6898,36.005451,-78.894284,"Mangum St at Trinity Ave, Durham, NC 27701, USA",Measured dbh at 4ft 2in,8.45,314,25:36.0,,,2,1,1,1,1,5,35,5,59,54.5,367200,24.53689957,21.95469856,OI,OFFICE_INSTITUTIONAL,OFF,82.02100372,67.56074524,83.7950058
461,B37A9C2A-CBC3-4BF9-A1E8-DA9FB57A6524,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,52:21.0,,S-P21-ZESE-034,18056,36.000391,-78.891195,"413 Dowd St, Durham, NC 27701, USA",,0.65,394,53:47.0,,,2,5,NA,NA,100,NA,85,1,63,62.9,173600,24.51280022,21.95669937,RU-5(2),RES_HIGH_DENSITY,RES,81.39737701,67.56242371,84.96878052
463,D624B157-E0FD-4AC7-9F45-DB1F8EDB483E,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,09:26.0,33:23.2,S-R21-CACA-037,3258,35.97819,-78.90316,"317 Moline St, Durham, NC 27707, USA",,0.81,579,39:35.0,39:35.0,,2,3,2,3,5,3,45,3,8,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.02600098,67.41416931,83.53501129
464,C9B9DB86-8D5F-4BBB-8295-DB7676ACB366,sweetbay,Magnolia,virginiana,NA,MAVI2               ,189796,49:17.0,18:43.9,S-O21-MAVI-068,3302,36.00541,-78.89308,"116 E Trinity Ave, Durham, NC 27701, USA",,1,318,50:55.0,,,2,2,2,2,1,5,65,4,48,54.5,367200,24.53689957,21.95469856,RU-5(2),RES_HIGH_DENSITY,RES,81.89940643,67.29031372,83.71265411
465,FE299E9C-4D59-41BD-AE0A-DBB59721B0A2,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,26:44.0,,S-P21-PRUN-056,6898,36.000288,-78.894439,"210 Dowd St, Durham, NC 27701, USA",,0.63,415,27:36.0,,"Pole present; we hypothesize for this to be a sweet cherry, but we are not certain.",2,2,2,1,1,5,55,4,60,74.9,363600,24.51280022,21.95669937,CG,COMMERCIAL,COM,82.64006805,67.85787964,84.42965698
466,E33567F3-12D6-4699-B1A2-DC20B2DEDE63,scarlet oak,Quercus,coccinea,NA,QUCO2               ,189796,21:41.0,,S-M19-QUCO-030,3328,36.025443,-78.911709,"1301 Leon St, Durham, NC 27705, USA",,29.9,464,22:49.0,,,2,2,1,1,5,3,25,4,42,65.4,188900,24.41459846,21.84000015,RU-M,RES_HIGH_DENSITY,RES,81.91968536,66.98670197,84.61638641
467,963D8E38-1B23-416F-AA92-DCE753A7F476,willow oak,Quercus,phellos,NA,QUPH                ,189796,38:51.0,,S-S18-QUPH-006,3343,35.96931,-78.931215,"2834 Stuart Dr, Durham, NC 27707, USA",,39,447,39:42.0,,,2,2,1,1,5,4,45,4,15,24.3,233900,24.47809982,21.98729897,RS-10,RES_LOW_DENSITY,RES,81.71556854,67.7747879,83.34399414
468,E3747B02-E64B-4DB5-B632-DD8AABBC28C2,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,17:00.0,54:29.7,S-P21-CECA-054,3273,36.00031,-78.89549,"909 Cleveland St, Durham, NC 27701, USA","""The Rising Sun"" cultivar.",0.8,413,18:31.0,,The tree is leaning on a stick.,2,5,NA,NA,100,NA,95,1,74,74.9,363600,24.51280022,21.95669937,CG,COMMERCIAL,COM,83.09468079,68.32382202,84.53078461
469,6E7B16A5-3EBD-4168-BB07-DE46389FB786,oak,Quercus,spp.,NA,QUERC               ,179696,43:59.0,,S-O21-QUUN-033,2759,36.005342,-78.894936,"107 W Trinity Ave, Durham, NC 27701, USA",,12.7,140,45:15.0,,,2,1,1,2,1,4,25,5,13,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.67250061,67.63970947,84.04476929
470,BBDF0FBD-7BA6-4728-901D-DE7D79A08479,willow oak,Quercus,phellos,NA,QUPH                ,189796,52:13.0,23:48.3,S-O18-QUPH-039,3343,36.007934,-78.935686,"2231 Erwin Rd, Durham, NC 27710, USA",Epicormic branching,15.5,40,54:13.0,,Oozing from the trunk,2,3,2,3,1,3,35,3,83,100,,24.16559982,21.82219887,UC, , ,83.40335846,69.83330536,84.93481445
471,8A2A7C50-1D09-4740-A1E3-DF2A241D1280,willow oak,Quercus,phellos,NA,QUPH                ,189796,56:55.0,,S-T18-QUPH-039,3343,35.965359,-78.934013,"3117 Oxford Dr, Durham, NC 27707, USA",,15.6,472,58:11.0,,Covered in ivy.,2,2,2,2,1,3,35,4,2,24.3,233900,24.47809982,21.98729897,RS-10,RES_LOW_DENSITY,RES,81.44127655,67.528862,82.87551117
472,1DF9DA81-AFF9-436B-B1E8-DF4CE7C88AB6,winged elm,Ulmus,alata,NA,ULAL                ,189796,28:48.0,27:23.1,S-U16-ULAL-010,3357,35.953879,-78.95597,"3405 Windsor Way, Durham, NC 27707, USA",,6.2,296,29:48.0,,,2,2,2,2,1,3,35,4,16,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.99469757,67.87517548,82.17462921
473,9C436A29-3291-4FFC-B9CF-E053BA5A0D19,unlisted plant,,,NA,,189796,26:30.0,,S-M19-NYSY-009,59420,36.024663,-78.914783,"1411 Hudson Ave, Durham, NC 27705, USA","DBH measured at 3'1""",19.5,453,28:40.0,,,2,2,2,2,5,3,25,4,32,65.4,188900,24.3572998,21.82219887,RU-5,RES_MEDIUM_DENSITY,RES,81.52312469,67.71827698,84.39483643
474,CC978BCE-A3BB-4877-A2E1-E09749B803E4,winged elm,Ulmus,alata,NA,ULAL                ,189796,26:27.0,27:50.6,S-U16-ULAL-006,3357,35.95414,-78.9563,"3400 Windsor Way, Durham, NC 27707, USA",Winged elm,6.4,292,27:57.0,,"We hypothesize for this to be a Siberian elm (Ulmus pumila), but we need to double check. There are holes in the mulch. The tree suffers for spot-leaf discoloration and exhibits trunk sprout.",2,3,2,2,5,5,25,3,26,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,81.03704071,67.8249588,82.52162933
475,6E5F9393-577C-41DF-82F0-E19A43CDA0F1,winged elm,Ulmus,alata,NA,ULAL                ,189796,57:49.0,28:12.9,S-U16-ULAL-014,3357,35.95359,-78.95577,"3406 Windsor Way, Durham, NC 27707, USA",,6.2,300,59:08.0,,Ulmus alata,2,2,2,2,1,4,35,4,6,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.81832123,67.9081955,82.20489502
476,4DF6AB96-53D9-4FCB-9D38-E1D0E3414B26,oak,Quercus,spp.,NA,QUERC               ,179696,33:49.0,,S-O21-QULY-032,2759,36.005354,-78.89503,"111 W Trinity Ave, Durham, NC 27701, USA",,9.1,139,35:14.0,,Discoloration from webbing condition,2,1,1,2,1,3,25,5,13,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.59944916,67.63336945,83.98391724
479,82BB848D-A549-475E-A437-E5FC9FAC6A87,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,37:46.0,12:57.3,S-Q21-GYDI-038,3986,35.995888,-78.903642,"212 Ramseur St, Durham, NC 27701, USA",,5.35,252,39:23.0,,Some epicormic branching,2,1,1,2,1,5,45,5,82,74.9,363600,24.47979927,21.92829895,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.62713623,68.24417114,85.46024323
480,2BE17480-C469-42AC-BF66-E6A06FC13C29,American elm,Ulmus,americana,NA,ULAM                ,189796,04:26.0,54:53.4,S-Q21-ULAM-009,3358,35.99448,-78.90203,"Pettigrew St at Mangum St (WB), Durham, NC 27701, USA",,4.1,222,05:37.0,02:43.9,,2,1,2,1,1,5,35,5,64,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.14472961,69.20302582,84.41216278
481,827AC74B-4BFD-4317-89F7-E7AD33310075,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,26:14.0,,S-P21-PRUN-068,6898,36.000314,-78.891973,"Dowd St at Gurley St, Durham, NC 27701, USA",Same species as S-P21-PRUN-055.,0.71,425,29:01.0,,Same species as S-P21-PRUN-055.,2,2,2,2,1,5,65,4,75,62.9,173600,24.51280022,21.95669937,RU-M,RES_HIGH_DENSITY,RES,81.7251358,67.73027802,84.8996048
482,AA5CFE55-2DB6-4D7D-8E7E-E8420C7C0692,willow oak,Quercus,phellos,NA,QUPH                ,189796,35:21.0,,S-T18-QUPH-016,3343,35.966098,-78.935229,"3108 Stanford Dr, Durham, NC 27707, USA",Smaller tree growing very close to base.,32.21,468,37:06.0,,,2,2,1,1,5,5,45,4,8,78,227200,24.47809982,21.98729897,RS-10,RES_LOW_DENSITY,RES,81.4985733,67.5042038,82.85784149
485,D4E4663E-7F03-4B0D-AC3A-EAE9D65C82D5,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,01:22.0,,S-P21-ZESE-037,18056,36.000395,-78.89089,"416 Dowd St, Durham, NC 27701, USA",,0.95,396,02:15.0,,,2,1,2,1,10,5,55,5,63,62.9,173600,24.51280022,21.95669937,RS-M,RES_HIGH_DENSITY,RES,81.2831955,67.54627228,84.85644531
486,B867DBF8-CDA9-47C0-B967-EBDA431736C3,unlisted plant,,,NA,,189796,08:51.0,,S-M19-NYSY-016,59420,36.024814,-78.914738,"1412 Hudson Ave, Durham, NC 27705, USA",,14.5,458,09:50.0,,,2,2,1,2,1,3,35,4,32,65.4,188900,24.3572998,21.82219887,RU-5,RES_MEDIUM_DENSITY,RES,81.50184631,67.57875824,84.33880615
487,1E5D05E6-9404-4266-A2FF-EBDF3EFD953B,oak,Quercus,spp.,NA,QUERC               ,179696,49:51.0,,S-O21-QUUN-034,2759,36.005327,-78.894855,"107 W Trinity Ave, Durham, NC 27701, USA",,9.1,141,51:25.0,,"Leaf curling, spot leaf. Some dead branches",2,2,2,2,5,4,25,4,14,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.57717896,67.58537292,83.9752121
488,FE19E643-23FB-4BB3-BA55-EC7F3F0D15E3,flowering dogwood,Cornus,florida,NA,COFL2               ,203642,52:38.0,,S-O21-COFL-045,3275,36.005506,-78.895497,"120 W Trinity Ave, Durham, NC 27701, USA",,3.7,76,54:04.0,,,2,3,2,3,1,4,45,3,28,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.61019135,67.61621094,84.24699402
490,90B55F37-A929-4D75-BE58-ED31057FFB5C,unlisted plant,,,NA,,189796,02:37.0,23:37.6,S-P21-ACTR-061,59420,36.00028,-78.89347,"Dowd St at Roxboro Rd (EB), Durham, NC 27701, USA","We hypothesize for this to be an Acer truncatum (Shantung maple), unlisted.",1.45,419,04:13.0,,,2,1,1,1,1,5,25,5,79,62.9,173600,24.51280022,21.95669937,CN,COMMERCIAL,COM,82.2796936,67.9882431,84.68556976
491,961DAE3E-60BE-41F5-B2AB-ED7D3C4A50F3,eastern redbud,Cercis,canadensis,NA,CECA4               ,203642,36:39.0,37:41.5,S-O18-CECA-004,3273,36.008496,-78.939358,"508 Fulton St, Durham, NC 27705, USA","1'9""",1.86,2,38:43.0,,Protection around base,2,3,2,2,5,5,35,3,71,99.5,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.25070953,70.20887756,85.06504059
492,12BAEEF5-9C96-445B-9E76-ED9F161D458F,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,54:56.0,,S-P21-LAUN-011,6931,36.000333,-78.89574,"Dowd St at Mangum St, Durham, NC 27701, USA","Multistemmed (2.8, 2.2, 2.65, 2.6, 2.9)",4.5,372,57:47.0,,,2,2,2,1,5,3,35,4,75,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.10415649,68.49608612,84.50383759
493,259B6A18-C326-4922-86D4-EE56F4998CB1,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,49:56.0,,S-P21-CECA-010,3273,36.000321,-78.895816,"Dowd St at Mangum St, Durham, NC 27701, USA",,0.95,371,50:53.0,,,2,3,2,4,5,4,35,3,64,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.11800385,68.54982758,84.62833405
494,FF722DBC-743B-4264-80B2-EEB05D8CA168,sweetgum,Liquidambar,styraciflua,NA,LIST2               ,189796,58:33.0,01:22.0,S-U21-LIST-003,3296,35.956116,-78.895471,"1215 Red Oak Ave, Durham, NC 27707, USA",,1.17,442,59:37.0,,,2,1,1,1,1,0,45,5,18,37.2,136500,24.62290001,22.06649971,RU-5,RES_MEDIUM_DENSITY,RES,81.24333191,67.84907532,83.0712204
495,6FC67509-81DD-4E3F-A919-EEDB58EA5FCD,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,11:06.0,01:40.7,S-O18-CECA-014,3273,36.008369,-78.938097,"Duke Hospital, Durham, NC 27705, USA","Measured at 2'2""",1.5,9,12:31.0,,,2,2,2,2,1,5,45,4,69,99.5,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.20183563,70.19255829,85.2123642
497,4F2A33FF-DCDB-45CE-900B-EF7A1B815D7E,eastern redbud,Cercis,canadensis,NA,CECA4               ,203642,44:22.0,38:00.4,S-O18-CECA-005,3273,36.008489,-78.939278,"508 Fulton St, Durham, NC 27705, USA","DBH taken from 2'2""",1.81,3,48:00.0,,,2,5,NA,NA,100,NA,0,1,71,99.5,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.26311493,70.20594025,85.09320068
498,7536A58A-7A9F-42A7-ADD4-F1AB291CBACD,live oak,Quercus,virginiana,NA,QUVI                ,189796,27:27.0,,S-S22-QUVI-011,3349,35.974908,-78.892149,"1301 Rosewood St, Durham, NC 27701, USA","Dbh measured at: 3'7""",22.1,435,30:43.0,,,2,2,1,1,10,3,45,4,64,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.43213654,67.37756348,84.15947723
500,AF4A4AB2-2285-4165-8738-F2F2696CE402,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,24:26.0,,S-P21-LAUN-005,6931,36.000979,-78.898242,"206 Broadway St #104, Durham, NC 27701, USA",,1.05,367,25:48.0,,"Some missing bark at tree base (vertical stripping), resprout at base",2,1,1,1,5,5,35,5,91,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.78876495,68.93225098,84.81312561
503,ED129ED3-2AFF-4F80-B111-F49E24F93D16,willow oak,Quercus,phellos,NA,QUPH                ,189796,33:02.0,23:10.5,S-O18-QUPH-042,3343,36.007951,-78.935879,"2223 Elba St, Durham, NC 27705, USA",Chlorotic leaves,16.6,43,35:21.0,,Epicormic branching,2,2,NA,2,1,3,25,4,83,100,,24.16559982,21.82219887,UC, , ,83.41873169,69.84921265,85.11309052
506,E1421AFA-7D67-4BC8-9EDB-F62A42650190,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,18:36.0,,S-P21-LAUN-040,6931,36.000776,-78.897297,"111 Broadway St, Durham, NC 27701, USA",,1.75,587,55:59.0,55:59.0,,2,1,1,1,5,5,55,5,64,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.70427704,69.04151917,84.659935
508,E7D27262-8788-4F1F-8ADB-F6C33F1E83AF,unlisted plant,,,NA,,189796,24:03.0,,S-M19-NYSY-019,59420,36.024751,-78.914058,"1400 Hudson Ave, Durham, NC 27705, USA",Nyssa sylvatica,14.4,461,25:10.0,,,2,2,1,2,10,2,45,4,11,65.4,188900,24.3572998,21.82219887,RU-5,RES_MEDIUM_DENSITY,RES,81.7443161,67.69665527,84.27307129
509,60E9708E-92DA-4981-B72C-F6E86DCCBF9D,red maple,Acer,rubrum,NA,ACRU                ,189796,02:45.0,,S-S22-ACRU-017,3247,35.975012,-78.892328,"Lawson St at Rosewood St (Eastbound), Durham, NC 27701, USA","Dbh measured at: 3'4""",22.1,441,05:21.0,,,2,3,1,2,15,3,45,3,22,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.49891663,67.38214111,84.40695953
510,E95DB159-3EE5-4340-90DD-F744CFD6E51E,red maple,Acer,rubrum,NA,ACRU                ,189796,55:18.0,21:34.4,S-Q21-ACRU-026,3247,35.99439,-78.90228,"205 Blackwell St, Durham, NC 27701, USA",,4.5,240,56:58.0,,,2,1,1,2,1,5,35,5,83,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.05007172,69.19181824,84.34307098
512,117F3892-B64B-46EF-B4D4-F9818B5AD637,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,10:35.0,,S-P21-LAUN-002,6931,36.000972,-78.898759,"214 Broadway St, Durham, NC 27701, USA",,2.1,364,11:39.0,,"Some exposed inner wood at trunk base, regrowth from pruning scars",2,2,2,2,5,5,45,4,91,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.92599487,68.76176453,84.8373642
513,BA4B7671-2E9E-42CA-8AA2-F9E486AE82D5,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,55:06.0,,S-R21-CACA-015,3258,35.979597,-78.903484,"121 Dunstan Ave, Durham, NC 27707, USA",,0.9,337,55:47.0,,,2,2,2,2,1,5,45,4,51,81.8,,24.43400002,21.96369934,RU-5(2),RES_HIGH_DENSITY,RES,81.4673233,67.45359039,84.61070251
514,F69B95B4-2C8B-4AF9-91A3-F9EAA00B2D5F,American elm,Ulmus,americana,NA,ULAM                ,189796,35:43.0,55:09.4,S-Q21-ULAM-002,3358,35.99367,-78.90058,"219 S Mangum St, Durham, NC 27701, USA",,4.7,216,37:33.0,,,2,4,2,1,1,5,15,2,79,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.24784088,69.09513855,84.22383881
515,FF458A4E-960B-483E-9E3E-FAA826928598,scarlet oak,Quercus,coccinea,NA,QUCO2               ,189796,31:20.0,,S-M19-QUCO-032,3328,36.02544,-78.912166,"1303 Leon St, Durham, NC 27705, USA",,24.4,466,32:42.0,,"Some galls; discoloration from chlorotic leaves, browning, some spot",2,2,1,2,10,4,35,4,49,65.4,188900,24.41459846,21.84000015,RU-M,RES_HIGH_DENSITY,RES,81.94607544,67.07810211,84.76161957
516,5875B89E-5F81-42FC-90DD-FAAD3CF43E80,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,46:20.0,,S-P21-ZESE-32,18056,36.00038,-78.89163,"Dowd St at Gurley St (EB), Durham, NC 27701, USA",,1.1,392,47:17.0,,,2,5,NA,NA,100,NA,85,1,67,62.9,173600,24.51280022,21.95669937,RU-5(2),RES_HIGH_DENSITY,RES,81.64550018,67.64104462,84.95108795
518,829DF958-9B89-4CCC-9087-FDDD83E94224,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,04:38.0,,S-P21-LAUN-051,6931,36.000217,-78.895723,"907 Cleveland St, Durham, NC 27701, USA","Multistemmed, the other five major stems' DBH are 2.8, 2.75, 2.5, 2.7, 2.6, clockwise. ",3.01,410,07:34.0,,One large broken branch at base.,2,2,1,2,5,3,35,4,64,74.9,363600,24.51280022,21.95669937,CG,COMMERCIAL,COM,83.00395966,68.55370331,84.27140045
519,71284A16-4C67-4337-9B34-FE0AAA8D58AE,red maple,Acer,rubrum,NA,ACRU                ,189796,28:26.0,21:49.9,S-Q21-ACRU-020,3247,35.994136,-78.901812,"Pettigrew St at Mangum St (WB), Durham, NC 27701, USA",,5.7,234,30:20.0,,,2,3,1,2,30,5,55,3,70,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.39709473,69.15636444,84.33518219
521,8EB9A245-0603-4DDC-9141-FF8ED8497266,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,53:57.0,,S-S22-ZESE-015,18056,35.974785,-78.892337,"1302 Rosewood St, Durham, NC 27701, USA",,1,439,55:38.0,,,2,1,2,2,1,3,45,5,22,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.43465424,67.34955597,84.33853912
