,Year,Date,TreeName,Segment,Genus,Species,TotalDBH,LandUse,SiteType,Pruned,HatrackPrune,FlushCutPrune,PercentImperv,Powerline,Mulch,MulchVolcano,TreeGuard,Gardenscape,Mowing,GrassDescription,Grate,GirdlingRoots,RoadSideLift,RoadSideCrack,TrunkDamage,LeafCurling,Discoloration,Defoliation,Dieback,CrownVigor,CrownLight
483,2022,2022-07-19T00:00:00.000Z,57-FRUN-025,57,Fraxinus,unknown,13.4,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,0,1,1,2,1,5
484,2022,2022-07-19T00:00:00.000Z,57-FRUN-026,57,Fraxinus,unknown,13.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,0,2,1,4,3,5
485,2022,2022-07-19T00:00:00.000Z,57-FRUN-027,57,Fraxinus,unknown,15,SFR-D,SP,1,1,0,4,0,0,0,0,None,old,Lush,0,1,1,FALSE,0,0,1,1,4,3,3
486,2022,2022-07-19T00:00:00.000Z,57-FRUN-028,57,Fraxinus,unknown,14.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,1,3,2,3
487,2022,2022-07-19T00:00:00.000Z,57-FRUN-029,57,Fraxinus,unknown,17.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,2,1,2,1,5
488,2023,7/27/2023,57-GLTR-030,57,Gleditsia,triacanthos,22.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,1,1,2,2,1,4
489,2022,2022-07-25T00:00:00.000Z,57-GLTR-030,57,Gleditsia,triacanthos,21.7,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,1,2,1,4
490,2023,7/27/2023,57-GLTR-031,57,Gleditsia,triacanthos,21.8,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,1,2,3.5,2,3
491,2022,2022-07-25T00:00:00.000Z,57-GLTR-031,57,Gleditsia,triacanthos,21.5,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,2,2,1,3
492,2023,7/27/2023,57-ACPL-032,57,Acer,platanoides,14.3,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,0,1,1,2,1,3
493,2022,2022-07-25T00:00:00.000Z,57-ACPL-032,57,Acer,platanoides,14.1,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,0,1,1,1,1,2
494,2023,7/27/2023,57-ACPL-033,57,Acer,platanoides,13,SFR-D,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,3.5,1,2.5,4,3.5
495,2022,2022-07-25T00:00:00.000Z,57-ACPL-033,57,Acer,platanoides,12.9,MFR,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,1,1,1,1,1
496,2023,7/27/2023,57-GLTR-034,57,Gleditsia,triacanthos,26.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,1,1,2,3,2,4
497,2022,2022-07-25T00:00:00.000Z,57-GLTR-034,57,Gleditsia,triacanthos,25.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,2,2,1,3
498,2023,7/27/2023,57-GLTR-035,57,Gleditsia,triacanthos,21.5,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,1,2,2,7,3,4
499,2022,2022-07-25T00:00:00.000Z,57-GLTR-035,57,Gleditsia,triacanthos,21.2,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,0,1,1,1,1,2
500,2023,7/27/2023,57-ACPL-036,57,Acer,platanoides,18.2,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,1,0,2,1,2,1,4
501,2022,2022-07-25T00:00:00.000Z,57-ACPL-036,57,Acer,platanoides,17.6,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,1,0,1,1,1,1,2
502,2023,7/27/2023,57-ACPL-037,57,Acer,platanoides,15.1,SFR-D,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,TRUE,1,0,2,1,3,2,3
503,2022,2022-07-25T00:00:00.000Z,57-ACPL-037,57,Acer,platanoides,14.9,MFR,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,1,1,TRUE,1,0,1,1,1,1,2
504,2023,7/27/2023,57-ACPL-038,57,Acer,platanoides,13.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,0,2,1,2,2,4
505,2022,2022-07-25T00:00:00.000Z,57-ACPL-038,57,Acer,platanoides,13.6,MFR,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,0,1,1,1,1,3
506,2023,7/27/2023,57-ACPL-039,57,Acer,platanoides,15.3,SFR-D,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,TRUE,1,0,2,1,3,3,5
507,2022,2022-07-25T00:00:00.000Z,57-ACPL-039,57,Acer,platanoides,15.2,MFR,SP,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,TRUE,1,0,1,1,2,1,3
508,2022,2022-07-25T00:00:00.000Z,57-FRUN-040,57,Fraxinus,unknown,15.3,V,SP,0,0,0,5,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1,1,5,3,4
509,2022,7/25/2022,57-PLHY-41,57,Platanus,x acerifolia,12.7,MFR,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,0,1,FALSE,1,1,2,2,1,2,3
510,2023,7/27/2023,57-GLTR-042,57,Gleditsia,triacanthos,21.3,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,1,2,2,4,3,2
511,2022,2022-07-25T00:00:00.000Z,57-GLTR-042,57,Gleditsia,triacanthos,20.8,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,1,1,1,1,3
512,2023,7/27/2023,57-ULUN-043,57,Ulmus,unknown,9.6,MFR,SP,1,0,0,4,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,1,2,3,1,3,3
513,2022,2022-07-25T00:00:00.000Z,57-ULUN-043,57,Ulmus,unknown,9.3,MFR,SP,1,0,0,4,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,1,2,1,2,1
514,2023,7/27/2023,57-GLTR-044,57,Gleditsia,triacanthos,28.9,SFR-A,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,1,2,2,2,4
515,2022,2022-07-25T00:00:00.000Z,57-GLTR-044,57,Gleditsia,triacanthos,27.2,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,0,1,2,3,2,5
516,2022,2022-07-25T00:00:00.000Z,57-PLHY-045,57,Platanus,x acerifolia,18.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,0,2,2,2,2,3
517,2023,7/27/2023,57-ACPL-046,57,Acer,platanoides,17.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,2,1,1,1,3
518,2022,2022-07-25T00:00:00.000Z,57-ACPL-046,57,Acer,platanoides,16.9,V,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,1,1,1,1,2
519,2022,2022-07-25T00:00:00.000Z,57-FRUN-047,57,Fraxinus,unknown,14.7,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,0,0,TRUE,0,0,1,1,1,1,2
520,2023,7/27/2023,57-GLTR-048,57,Gleditsia,triacanthos,22.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,1,1,2,2,1,3
521,2022,2022-07-25T00:00:00.000Z,57-GLTR-048,57,Gleditsia,triacanthos,21.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,2,2,1,3
522,2023,7/27/2023,57-GLTR-049,57,Gleditsia,triacanthos,15.4,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,1,1,2,3,2,3
523,2022,2022-07-25T00:00:00.000Z,57-GLTR-049,57,Gleditsia,triacanthos,15.2,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,1,2,2,1,3
524,2023,7/27/2023,57-GLTR-050,57,Gleditsia,triacanthos,24.2,SFR-D,SP,1,0,1,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,1,1,2,10,4,4
525,2022,2022-07-25T00:00:00.000Z,57-GLTR-050,57,Gleditsia,triacanthos,23.7,MFR,SP,1,0,1,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,2,3,1,4
526,2023,7/27/2023,57-ULAM-051,57,Ulmus,americana,34,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,TRUE,1,0,1,2,2,1,4
527,2022,2022-07-25T00:00:00.000Z,57-ULAM-051,57,Ulmus,americana,34,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,1,1,TRUE,1,0,1,2,1,1,4
528,2022,2022-07-25T00:00:00.000Z,57-ACSA-052,57,Acer,saccharinum,28,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,1,0,2,1,6,3,2
529,2022,2022-07-25T00:00:00.000Z,57-ACSA-053,57,Acer,saccharinum,24.3,MFR,SP,1,1,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,1,0,2,1,3,2,3
530,2022,2022-07-25T00:00:00.000Z,57-GIBI-054,57,Ginkgo,biloba,7,COMM,SP,1,1,0,4,0,0,0,0,None,recent,Lush,0,0,0,TRUE,0,0,1,1,1,1,3
531,2023,7/27/2023,57-GLTR-055,57,Gleditsia,triacanthos,22,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Dry/brown,0,0,1,FALSE,0,1,1,1,5,2,2
532,2022,2022-07-25T00:00:00.000Z,57-GLTR-055,57,Gleditsia,triacanthos,21.5,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Dry/brown,0,0,1,FALSE,0,0,1,1,2,1,3
533,2022,2022-07-25T00:00:00.000Z,57-ACSA-056,57,Acer,saccharinum,27.7,MFR,SP,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,TRUE,1,0,1,1,3,1,3
534,2022,2022-07-25T00:00:00.000Z,57-ACSA-057,57,Acer,saccharinum,20,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,1,0,1,1,5,2,4
535,2022,2022-07-25T00:00:00.000Z,57-ACSA-058,57,Acer,saccharinum,26.2,SFR-D,SP,1,0,0,4,0,1,0,0,Minimal,recent,Lush,0,0,1,FALSE,1,0,2,1,5,3,5
536,2022,2022-07-25T00:00:00.000Z,57-ACSA-059,57,Acer,saccharinum,16,SFR-D,SP,1,0,0,4,0,0,0,0,Minimal,recent,Patchy but green,0,0,1,FALSE,0,0,2,1,6,3,2
537,2022,2022-07-25T00:00:00.000Z,57-ACSA-060,57,Acer,saccharinum,23.2,SFR-D,SP,1,0,0,4,0,1,0,0,Minimal,recent,Lush,0,0,1,FALSE,1,0,2,1,5,2,3
538,2022,2022-07-25T00:00:00.000Z,57-ACSA-061,57,Acer,saccharinum,24.2,SFR-D,SP,1,0,0,4,0,0,0,0,None,potentially never,Lush,0,0,1,TRUE,0,0,1,1,9,3,5
539,2022,2022-07-25T00:00:00.000Z,57-ACSA-062,57,Acer,saccharinum,35.5,SFR-D,SP,1,0,0,4,0,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,0,0,1,1,3,1,4
540,2022,2022-07-25T00:00:00.000Z,57-ACSA-063,57,Acer,saccharinum,22.8,SFR-D,SP,1,0,1,4,0,1,0,0,Minimal,recent,Lush,0,0,0,FALSE,1,0,1,1,6,2,3
541,2022,2022-07-25T00:00:00.000Z,57-ACSA-064,57,Acer,saccharinum,24.2,SFR-D,SP,1,1,0,4,0,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,0,0,1,1,4,2,5
542,2023,7/27/2023,57-GLTR-065,57,Gleditsia,triacanthos,17.6,MFR,SP,1,1,0,5,0,1,0,0,None,N/A,None,0,0,1,TRUE,0,1,1,1.5,4,2,3
543,2023,7/15/2023,122-01-ULAM-001,128,Ulmus,americana,11.5,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,2,2,1,2,4
544,2021,2021-07-09T00:00:00.000Z,122-01-ULAM-001,128,Ulmus,americana,11,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,2,2,1,2,4
545,2022,2022-07-26T00:00:00.000Z,122-01-ULAM-001,128,Ulmus,americana,11,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,1,2,2,1,3
546,2023,7/15/2023,122-01-ULAM-002,128,Ulmus,americana,10.8,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,3,2,4,3,3
547,2021,2021-07-09T00:00:00.000Z,122-01-ULAM-002,128,Ulmus,americana,10.7,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,0,TRUE,0,0,1,2,1,1,4
548,2022,2022-07-26T00:00:00.000Z,122-01-ULAM-002,128,Ulmus,americana,10.7,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,0,TRUE,0,0,1,2,2,1,2
549,2023,7/15/2023,122-01-ULAM-003,128,Ulmus,americana,12.2,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,1,3,2,2,3,4
550,2021,2021-07-09T00:00:00.000Z,122-01-ULAM-003,128,Ulmus,americana,12,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,1,0,2,1,1,1,5
551,2022,2022-07-26T00:00:00.000Z,122-01-ULAM-003,128,Ulmus,americana,12,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,1,0,1,2,2,1,3
552,2023,7/15/2023,122-01-CEOC-004,128,Celtis,occidentalis,4.4,MFR,SP,1,1,0,4,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,1,4,2,1,4,4
553,2021,2021-07-09T00:00:00.000Z,122-01-CEOC-004,128,Celtis,occidentalis,4.4,MFR,SP,1,1,0,4,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,1,2,2,2,4
554,2022,2022-07-26T00:00:00.000Z,122-01-CEOC-004,128,Celtis,occidentalis,4.4,MFR,SP,1,1,0,4,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,1,2,2,1,4
555,2023,7/15/2023,122-01-CEOC-005,128,Celtis,occidentalis,5,MFR,SP,1,1,0,4,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,2,2,6,4,4
556,2021,2021-07-09T00:00:00.000Z,122-01-CEOC-005,128,Celtis,occidentalis,4.9,MFR,SP,1,1,0,4,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,1,2,5,2,4
557,2022,2022-07-26T00:00:00.000Z,122-01-CEOC-005,128,Celtis,occidentalis,4.9,MFR,SP,1,1,0,4,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,1,2,4,2,4
560,2023,7/15/2023,122-01-ULUNK-007,128,Ulmus,unknown,11.3,MFR,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,1,2,2,3,2,3
561,2021,2021-07-09T00:00:00.000Z,122-01-ULUNK-007,128,Ulmus,unknown,10.9,MFR,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,1,0,FALSE,1,0,2,2,1.5,1.5,3
562,2022,2022-07-26T00:00:00.000Z,122-01-ULUNK-007,128,Ulmus,unknown,10.9,MFR,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,1,0,FALSE,1,0,1,2,2,1,3
563,2023,7/15/2023,122-01-ULUNK-008,128,Ulmus,unknown,11.2,MFR,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,1,2,2,1,1,3
564,2021,2021-07-09T00:00:00.000Z,122-01-ULUNK-008,128,Ulmus,unknown,10.8,MFR,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,1,2,2,2,4
565,2022,2022-07-26T00:00:00.000Z,122-01-ULUNK-008,128,Ulmus,unknown,10.8,MFR,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,1,2,1,1,3
566,2022,2022-07-26T00:00:00.000Z,122-01-ACSA-009,128,Acer,saccharum,3.6,MFR,SC,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,2,2,9,4,4
567,2021,2021-08-20T00:00:00.000Z,122-01-ACSA-009,128,Acer,saccharum,3.6,MFR,SC,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,2,1,5,3,4
568,2021,2021-07-09T00:00:00.000Z,122-01-ACSA-010,128,Acer,saccharum,3.3,MFR,SC,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,2,1,7,3,4
569,2022,2022-07-26T00:00:00.000Z,122-01-ACSA-010,128,Acer,saccharum,3.3,MFR,SC,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,0,2,1,7,3,4
570,2023,7/15/2023,122-01-ACPL-011,128,Acer,platanoides,9.3,MFR,SC,1,1,0,5,1,0,0,0,None,potentially never,Patchy but green,0,0,0,FALSE,1,1,2,2,2,1,5
571,2021,2021-07-09T00:00:00.000Z,122-01-ACPL-011,128,Acer,platanoides,9.1,MFR,SC,1,1,0,5,1,0,0,0,None,potentially never,Patchy but green,0,0,0,FALSE,1,0,2,1,1,2,4
572,2022,2022-07-26T00:00:00.000Z,122-01-ACPL-011,128,Acer,platanoides,9.1,MFR,SC,1,1,0,5,1,0,0,0,None,potentially never,Patchy but green,0,0,0,FALSE,1,0,2,1,1,1,5
574,2022,2022-07-26T00:00:00.000Z,122-01-ACPL-012,128,Acer,platanoides,4.6,MFR,SC,0,0,0,5,1,0,0,0,None,potentially never,Lush,0,0,0,FALSE,0,0,NA,NA,21,5,4
575,2021,2021-08-20T00:00:00.000Z,122-01-ACPL-012,128,Acer,platanoides,4.6,MFR,SC,0,0,0,5,1,0,0,0,None,potentially never,Lush,0,0,0,FALSE,0,0,4,1,17,4,4
576,2023,7/15/2023,122-01-GLTR-013,128,Gleditsia,triacanthos,17.3,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,1,1,2,7,2.5,4
577,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-013,128,Gleditsia,triacanthos,17.4,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,2,1,3,2,4
578,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-013,128,Gleditsia,triacanthos,17.4,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,1,2,5,2,4
579,2023,7/15/2023,122-01-GLTR-014,128,Gleditsia,triacanthos,20.6,MFR,OM,1,1,0,4,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,1,1,2,2,7,3,3
580,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-014,128,Gleditsia,triacanthos,20.6,MFR,OM,1,1,0,4,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,1,0,1,1,5,2,3
581,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-014,128,Gleditsia,triacanthos,20.6,MFR,OM,1,1,0,4,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,1,0,1,2,4.5,2,3
582,2023,7/15/2023,122-01-GLTR-015,128,Gleditsia,triacanthos,20.7,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,1,1,1,2,5,3,3
583,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-015,128,Gleditsia,triacanthos,24.1,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,1,0,1,1,4,2,3
584,2023,7/15/2023,122-01-GLTR-016,128,Gleditsia,triacanthos,15.6,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,1,0,1,1,6,2,3
585,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-016,128,Gleditsia,triacanthos,15.2,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,1,0,1,1,3,1,3
586,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-016,128,Gleditsia,triacanthos,15.2,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,1,0,1,2,3,2,3
587,2023,7/15/2023,122-01-GLTR-017,128,Gleditsia,triacanthos,16.7,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,1,1,2,4,2,3
588,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-017,128,Gleditsia,triacanthos,16.4,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,1,1,3,1,3
589,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-017,128,Gleditsia,triacanthos,16.4,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,1,2,4,2,3
590,2023,7/15/2023,122-01-GLTR-018,128,Gleditsia,triacanthos,15.6,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,1,1.5,1,9.5,3.5,3
591,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-018,128,Gleditsia,triacanthos,15.4,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,0,1,1,6,2,3
592,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-018,128,Gleditsia,triacanthos,15.4,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,0,2,2,5,2,3
593,2023,7/15/2023,122-01-GLTR-019,128,Gleditsia,triacanthos,14.9,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,1,2,2,5,3,4
594,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-019,128,Gleditsia,triacanthos,14.75,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,2,1,4,2,4
595,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-019,128,Gleditsia,triacanthos,14.75,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,2,2,3,2,3
596,2023,7/15/2023,122-01-GLTR-020,128,Gleditsia,triacanthos,14.9,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,1,2,2,5,2,4
597,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-020,128,Gleditsia,triacanthos,14.8,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,0,2,1,3,1,4
598,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-020,128,Gleditsia,triacanthos,14.8,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,0,TRUE,0,0,1,2,5,2,3
599,2023,7/15/2023,122-01-GLTR-021,128,Gleditsia,triacanthos,16.5,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,0,1,2,2,4,2,3
600,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-021,128,Gleditsia,triacanthos,16.4,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,0,0,1,1,4,2,3
601,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-021,128,Gleditsia,triacanthos,16.4,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,0,0,1,1,7,3,3
602,2023,7/15/2023,122-01-GLTR-022,128,Gleditsia,triacanthos,14.2,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,1,1,2,2,9,4,3
603,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-022,128,Gleditsia,triacanthos,14,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,1,0,2,1,5,2,3
604,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-022,128,Gleditsia,triacanthos,14,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,1,0,1,1,4,2,3
605,2023,7/15/2023,122-01-GLTR-023,128,Gleditsia,triacanthos,17.2,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,1,1,2,6,3,3
606,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-023,128,Gleditsia,triacanthos,17,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,1,1,4,2,3
607,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-023,128,Gleditsia,triacanthos,17,MFR,OM,1,1,0,5,1,0,0,0,Minimal,recent,Lush,0,0,1,TRUE,0,0,1,1,5,2,3
608,2023,7/15/2023,122-01-GLTR-024,128,Gleditsia,triacanthos,17.6,MFR,OM,1,1,0,4,1,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,1,1,1,2,7.5,3,4
609,2021,2021-07-10T00:00:00.000Z,122-01-GLTR-024,128,Gleditsia,triacanthos,17.5,MFR,OM,1,1,0,4,1,0,0,0,Minimal,recent,Lush,0,1,1,FALSE,1,0,2,1,4,2,4
610,2022,2022-07-26T00:00:00.000Z,122-01-GLTR-024,128,Gleditsia,triacanthos,17.5,MFR,OM,1,1,0,4,1,0,0,0,Minimal,recent,Lush,0,1,1,FALSE,1,0,1,2,7,3,4
611,2023,7/15/2023,128-GIBI-025,128,Ginkgo,biloba,1.4,MFR,SC,0,0,0,4,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,1,1,1,3,1,4
612,2023,7/15/2023,128-TADI-026,128,Taxodium,distichum,1.5,MFR,SC,0,0,0,3,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,1,5,1,11,4,5
613,2023,7/15/2023,128-UN-027,128,Quercus,imbricaria,2.2,MFR,SC,1,1,0,4,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,1,5,1,21,5,5
614,2023,7/15/2023,128-QUIM-028,128,Quercus,imbricaria,2.2,MFR,SC,1,0,0,4,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,1,4,1,9,4,4
615,2023,7/15/2023,128-QUIM-029,128,Quercus,imbricaria,2,MFR,SC,1,1,0,4,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,1,1,2,1,10,4,4
616,2023,7/15/2023,128-QUIM-030,128,Quercus,imbricaria,2.2,MFR,SC,1,1,0,5,1,0,0,0,None,potentially never,Lush,0,0,0,FALSE,1,1,2,2,5,2,4
